header,w_length,date_type,date,label
"### $ 2498 - شيخ البحرية [620 - قبل 695]
",67,full,695,Bahri Mamluk
"### $ 2674 - ابن بنت أبي سعد [607 - 695]
",169,full,695,Bahri Mamluk
"### $ 2711 - ابن القسطلاني التوزري [617 - 695]
",91,full,695,Bahri Mamluk
"### $ 3190 - ابن أبي الحرم القلانسي [658 - 695]
",81,full,695,Bahri Mamluk
"### $ 3200 - أبو عبد الله النصيبي المقرئ [617 - 695]
",44,full,695,Bahri Mamluk
"### $ 3252 - الموفق النصيبي المقرئ [617 - 695]
",104,full,695,Bahri Mamluk
"### $ 377 - شهاب الدين القزويني الصوفي [- 695]
",31,death,695,Bahri Mamluk
"### $ 725/ 4 - ابن السديد الكاتب [- 695]
",26,death,695,Bahri Mamluk
"### $ 863 - أيبك الأفرم الصالحي النجمي [- 695]
",1071,death,695,Bahri Mamluk
"### $ 1020 - بيليك المحسني [- 695]
",19,death,695,Bahri Mamluk
"### $ 1606 - أبو الطيب السبتي [- 695]
",131,death,695,Bahri Mamluk
"### $ 2093 - شمس الدين ابن الفرات [- 695]
",44,death,695,Bahri Mamluk
"### $ 2262 - البوصيري صاحب البردة [- 695]
",1343,death,695,Bahri Mamluk
"### $ 2321 - أبو عمر ابن سنجر العجمي [- 695]
",34,death,695,Bahri Mamluk
"### $ 3630 - جمال الدين الأصفهاني شيخ الشيوخ [- 695]
",34,death,695,Bahri Mamluk
"### $ 3633 - الخجندي [- 695]
",13,death,695,Bahri Mamluk
"### $ 366 - أبو إسحاق المنقذي الحسيني [599 - 696]
",113,full,696,Bahri Mamluk
"### $ 580 - أبو العباس الظاهري [626 - 696]
",55,full,696,Bahri Mamluk
"### $ 594 - ابن الحتيتي [619 - 696]
",382,full,696,Bahri Mamluk
"### $ 1083 - ابن عبد الرحيم القنائي [619 - 696]
",194,full,696,Bahri Mamluk
"### $ 1424 - طلحة ابن دقيق العيد [668 - 696]
",70,full,696,Bahri Mamluk
"### $ 1749 - ابن صمادح الأندلسي الصوفي [617 - 696]
",82,full,696,Bahri Mamluk
"### $ 1757 - أبو المعاني ابن الصواف [622 - 696]
",66,full,696,Bahri Mamluk
"### $ 2007 - التلعفري المقرئ الصوفي [615 - 696]
",74,full,696,Bahri Mamluk
"### $ 2244 - ابن درباس الكردي الحنبلي [627 - 696]
",64,full,696,Bahri Mamluk
"### $ 2620 - زين الدين الجباب [614 - 696]
",104,full,696,Bahri Mamluk
"### $ 2626 - جلال الدين ابن عبد الوهاب [611 - بعد 696]
",75,full,696,Bahri Mamluk
"### $ 106 - إبراهيم بن حسن القاوي [- 696]
",36,death,696,Bahri Mamluk
"### $ 708 - أزدمر العلائي [- 696]
",65,death,696,Bahri Mamluk
"### $ 904 - بتخاص العادلي [- 696]
",37,death,696,Bahri Mamluk
"### $ 942 - بكتوت الأزرق [- 696]
",54,death,696,Bahri Mamluk
"### $ 2904 - شمس الدين ابن عوض [- 696]
",30,death,696,Bahri Mamluk
"### $ 8 - أبو العباس البصراوي [609 - 697]
",97,full,697,Bahri Mamluk
"### $ 1932 - شمس الدين الأيكي [630 - 697]
",270,full,697,Bahri Mamluk
"### $ 2314 - ابن معالي المعري [619 - 697]
",64,full,697,Bahri Mamluk
"### $ 2355 - ابن أبي البقاء الجهني المقرئ [620 - 697]
",49,full,697,Bahri Mamluk
"### $ 3572 - ابن الغزولي الكاتب [697 - ]
",72,birth,697,Bahri Mamluk
"### $ 513 - الشهاب ابن السلعوس أخو الوزير [- 697]
",115,death,697,Bahri Mamluk
"### $ 957 - بلبان الفاخري [- 697]
",47,death,697,Bahri Mamluk
"### $ 1618 - ابن الخلال الدمشقي [- 697]
",35,death,697,Bahri Mamluk
"### $ 2116 - موفق الدين الأدفوي [- 697]
",101,death,697,Bahri Mamluk
"### $ 1036 - البيع الدمشقي [620 - 698]
",546,full,698,Bahri Mamluk
"### $ 2298 - جمال الدين ابن النقيب [621 - 698]
",167,full,698,Bahri Mamluk
"### $ 2922 - الهسكوري خطيب عجلون [649 - 698]
",53,full,698,Bahri Mamluk
"### $ 815 - آقوش المغيثي نائب البيرة [- 698]
",51,death,698,Bahri Mamluk
"### $ 861 - أيبك الموصلي [- 698]
",56,death,698,Bahri Mamluk
"### $ 1016 - بيسري الشمسي [- 698]
",1213,death,698,Bahri Mamluk
"### $ 1033 - تمربغا المنصوري [- 698]
",50,death,698,Bahri Mamluk
"### $ 1091 - حمدان بن صلغاي [- بعد 698]
",166,death,698,Bahri Mamluk
"### $ 1415 - طغجي الأشرفي [- بعد 698] (3*) الأمير سيف الدين
",935,death,698,Bahri Mamluk
"### $ 2549 - ابن أبي الدبس [- بعد 698]
",102,death,698,Bahri Mamluk
"### $ 13 - عماد الدين المقدسي [628 - 699]
",108,full,699,Bahri Mamluk
"### $ 507 - أبو الفضائل العلامي [648 - 699]
",312,full,699,Bahri Mamluk
"### $ 550 - ابن فرح صاحب غرامي صحيح [625 - 699]
",345,full,699,Bahri Mamluk
"### $ 560 - نجم الدين ابن ملي [617 - 699]
",148,full,699,Bahri Mamluk
"### $ 733 - القاضي عماد الدين ابن الأثير [652 - 699]
",251,full,699,Bahri Mamluk
"### $ 894 - أيوب ابن النحاس [617 - 699]
",57,full,699,Bahri Mamluk
"### $ 1147 - حسام الدين أنوشروان [631 - 699]
",333,full,699,Bahri Mamluk
"### $ 1200 - ابن هود المرسي الزاهد [633 - 699]
",876,full,699,Bahri Mamluk
"### $ 1752 - ابن عبد الهادي المقدسي [640 - بعد 699]
",47,full,699,Bahri Mamluk
"### $ 1861 - ابن أخت ابن عصفور الإشبيلي [631 - 699]
",67,full,699,Bahri Mamluk
"### $ 2267 - محمد بن سعيد المدني [653 - 699]
",107,full,699,Bahri Mamluk
"### $ 2289 - سبط الشيخ غانم المقدسي [618 - 699]
",87,full,699,Bahri Mamluk
"### $ 2306 - محمد بن سليمان المشهدي [636 - 699]
",47,full,699,Bahri Mamluk
"### $ 3253 - العماد ابن خلكان [640 - 699]
",74,full,699,Bahri Mamluk
"### $ 3354 - شمس الدين الصقلي الرقام [614 - 699]
",98,full,699,Bahri Mamluk
"### $ 3609 - البهاء البرزالي حفيده [638 - 699]
",80,full,699,Bahri Mamluk
"### $ 806 - آقوش كرجي المطروحي [- 699]
",31,death,699,Bahri Mamluk
"### $ 949 - بلال المغيثي [- 699]
",465,death,699,Bahri Mamluk
"### $ 1021 - بيليك الطيار [- 699]
",27,death,699,Bahri Mamluk
"### $ 1050 - جاغان الحسامي [- 699]
",158,death,699,Bahri Mamluk
"### $ 2292 - شمس الدين ابن أبي العز [- 699]
",44,death,699,Bahri Mamluk
"### $ 3503 - أبو البركات ابن الصواف المالكي [- 699]
",55,death,699,Bahri Mamluk
"### $ 83 - شمس الدين الفاشوشة الجزري الكتبي [602 - 700]
",209,full,700,Bahri Mamluk
"### $ 2505 - عماد الدين السكري [620 - 700]
",36,full,700,Bahri Mamluk
"### $ 2678 - أبو بكر ابن عدلان العسقلاني [615 - بعد 700]
",25,full,700,Bahri Mamluk
"### $ 3132 - أبو المعالي ابن الأبزاري [626 - 700]
",68,full,700,Bahri Mamluk
"### $ 755 - عز الدين الإسنائي [- 700]
",82,death,700,Bahri Mamluk
"### $ 811 - آقوش الشريفي [- 700]
",32,death,700,Bahri Mamluk
"### $ 884 - أيدمر الظاهري [- 700]
",301,death,700,Bahri Mamluk
"### $ 956 - بلبان الطباخي [- 700] (1)]
",197,death,700,Bahri Mamluk
"### $ 1995 - غندر الآملي [- 700]
",35,death,700,Bahri Mamluk
"### $ 2060 - الإربلي المقرئ الضرير [- 700]
",115,death,700,Bahri Mamluk
"### $ 3016 - ابن المفسر السبكي [- بعد 700]
",105,death,700,Bahri Mamluk
"### $ 3379 - محمد بن منصور الحاضري المقرئ [- 700]
",78,death,700,Bahri Mamluk
"### $ 3582 - سيف الدين القزويني الحنفي [- 700]
",65,death,700,Bahri Mamluk
"### $ 424 - شهاب الدين الأبرقوهي [615 - 701]
",211,full,701,Bahri Mamluk
"### $ 2653 - الوجيه ابن المنجى الحنبلي [630 - 701]
",68,full,701,Bahri Mamluk
"### $ 669 - ابن قرصة الفيومي [- 701]
",95,death,701,Bahri Mamluk
"### $ 697 - أرجواش الأعور [- 701]
",406,death,701,Bahri Mamluk
"### $ 2104 - ابن هلال النقاش [- 701]
",31,death,701,Bahri Mamluk
"### $ 2866 - ابن الجباح الأندلسي [- 701]
",25,death,701,Bahri Mamluk
"### $ 3201 - شيخ زادة الأسفراييني [- 701]
",61,death,701,Bahri Mamluk
"### $ 298 - برهان الدين ابن فلاح [636 - 702]
",104,full,702,Bahri Mamluk
"### $ 307 - أبو إسحاق الكركي [624 - 702]
",34,full,702,Bahri Mamluk
"### $ 2857 - ابن دقيق العيد [625 - 702]
",4087,full,702,Bahri Mamluk
"### $ 3295 - ابن بارزين الحموي [613 - 702]
",77,full,702,Bahri Mamluk
"### $ 802 - آقوش العلائي القاري [- 702]
",316,death,702,Bahri Mamluk
"### $ 828 - البكي الساقي [- 702]
",368,death,702,Bahri Mamluk
"### $ 847 م- أوليا القرماني [- 702] (4)
",25,death,702,Bahri Mamluk
"### $ 877 - أيدمر القشاش [- 702]
",759,death,702,Bahri Mamluk
"### $ 885 - أيدمر العزي [- 702]
",67,death,702,Bahri Mamluk
"### $ 886 - أيدمر الرفاء [- 702]
",56,death,702,Bahri Mamluk
"### $ 1886 - الجلال ابن الملك الرحيم [- 702]
",43,death,702,Bahri Mamluk
"### $ 1965 - ابن القطان المصري [638 - 703]
",36,full,703,Bahri Mamluk
"### $ 2130 - ابن حسون الفوي [614 - 703]
",61,full,703,Bahri Mamluk
"### $ 2996 - محمد بن غالب الجياني [629 - 703]
",57,full,703,Bahri Mamluk
"### $ 3203 - أبو الفرج الأغلبي السعدي [614 - 703]
",57,full,703,Bahri Mamluk
"### $ 668 - شهاب الدين الحلبي [- 703]
",34,death,703,Bahri Mamluk
"### $ 857 - أيبك الحموي [- 703]
",254,death,703,Bahri Mamluk
"### $ 936 - بكتمر السلاح دار الظاهري [- 703]
",968,death,703,Bahri Mamluk
"### $ 997 - بيبرس التلاوي [- 703]
",46,death,703,Bahri Mamluk
"### $ 2349 - الخلاطي إمام مسجد الحسين [- 703]
",36,death,703,Bahri Mamluk
"### $ 2827 - أبو سلمة البياسي الغرناطي [- 703]
",65,death,703,Bahri Mamluk
"### $ 3039 - ابن الأحمر الحلبي المقرئ [- 703]
",48,death,703,Bahri Mamluk
"### $ 3606 - نجم الدين المصري المقرئ [- 703]
",35,death,703,Bahri Mamluk
"### $ 241 - جمال الدين ابن الأميوطي [648 - 704]
",39,full,704,Bahri Mamluk
"### $ 530 - ابن السديد الإسنائي [644 - 704]
",81,full,704,Bahri Mamluk
"### $ 1374 - أبو الغنائم القبتوري الكاتب [615 - 704]
",153,full,704,Bahri Mamluk
"### $ 2027 - ابن مطرف الإشبيلي [618 - 704]
",47,full,704,Bahri Mamluk
"### $ 3601 - أبو نصر ابن غنيمة البغدادي [629 - 704]
",40,full,704,Bahri Mamluk
"### $ 607 - الصاحب زين الدين ابن حنا [- 704]
",79,death,704,Bahri Mamluk
"### $ 999 - بيبرس الموفقي [- 704]
",81,death,704,Bahri Mamluk
"### $ 1089 - جماز بن شيحة الحسيني أمير المدينة [- 704]
",203,death,704,Bahri Mamluk
"### $ 1783 - جار الله محمود [- 704]
",37,death,704,Bahri Mamluk
"### $ 1686 - ابن القزاز الحراني [618 - 705]
",55,full,705,Bahri Mamluk
"### $ 2595 - ابن عبد المنعم المؤدب [617 - 705]
",56,full,705,Bahri Mamluk
"### $ 3267 - ابن بهرام قاضي حلب [625 - 705]
",45,full,705,Bahri Mamluk
"### $ 3523 - محمد بن يحيى الأنصاري محتسب قليوب [633 - 705]
",47,full,705,Bahri Mamluk
"### $ 3599 - الشرف السكري المقرئ [625 - 705]
",56,full,705,Bahri Mamluk
"### $ 870 - آي دغدي الشهرزوري [- بعد 705]
",155,death,705,Bahri Mamluk
"### $ 2837 - أبو عبد الله القزويني الدمشقي [- 705]
",33,death,705,Bahri Mamluk
"### $ 477 - البلياني [- 706]
",28,death,706,Bahri Mamluk
"### $ 933 - بكتاش الفخري [- 706]
",644,death,706,Bahri Mamluk
"### $ 966 - بلبان الجوكندار [- 706]
",85,death,706,Bahri Mamluk
"### $ 2526 - أخوه جمال الدين ابن السقطي [618 - 707]
",189,full,707,Bahri Mamluk
"### $ 2544 - شرف الدين ابن القيسراني [648 - 707]
",106,full,707,Bahri Mamluk
"### $ 3202 - الوزير تاج الدين ابن حنا [640 - 707]
",1307,full,707,Bahri Mamluk
"### $ 864 - أيبك الأشقر [- 707]
",121,death,707,Bahri Mamluk
"### $ 880 - أيدمر السناني [- 707]
",49,death,707,Bahri Mamluk
"### $ 994 - بيبرس الجالق العجمي [- 707]
",92,death,707,Bahri Mamluk
"### $ 1006 - بيبغا التركماني [- 707]
",188,death,707,Bahri Mamluk
"### $ 1393 - «شلحوه» الحلبي [- 707] (2)
",119,death,707,Bahri Mamluk
"### $ 1580 - أبو عبد الله اليقوري [- 707]
",64,death,707,Bahri Mamluk
"### $ 1627 - ناصر الدين ابن الهمام [- 707]
",52,death,707,Bahri Mamluk
"### $ 211 - جمال الدين الحميري المقرئ [650 - 708]
",72,full,708,Bahri Mamluk
"### $ 223 - أبو إسحاق الحبوبي [626 - 708]
",52,full,708,Bahri Mamluk
"### $ 1866 - ابن سني الدولة [615 - 708]
",166,full,708,Bahri Mamluk
"### $ 1924 - التقي السبكي [641 - 708]
",64,full,708,Bahri Mamluk
"### $ 2393 - ابن الحكيم الرندي [660 - 708]
",101,full,708,Bahri Mamluk
"### $ 2408 - ابن أسامة الحكمي الحافظ [662 - 708]
",91,full,708,Bahri Mamluk
"### $ 2738 - أبو جعفر الموازيني [614 - 708]
",70,full,708,Bahri Mamluk
"### $ 3055 - محمد بن أبي القاسم التونسي [639 - 708]
",77,full,708,Bahri Mamluk
"### $ 18 - القاضي البرلسي [- 708]
",62,death,708,Bahri Mamluk
"### $ 51 - الرشيد الإسنائي [- 708]
",38,death,708,Bahri Mamluk
"### $ 833 - الطبرس المجنون المنصوري [- 708]
",84,death,708,Bahri Mamluk
"### $ 879 - أيدمر الرشيدي [- 708]
",248,death,708,Bahri Mamluk
"### $ 1364 - الملك المسعود [- 708]
",532,death,708,Bahri Mamluk
"### $ 1774 - عماد الدين الهكاري [- 708]
",56,death,708,Bahri Mamluk
"### $ 3151 - أبو بحر ابن القسطلاني [- 708]
",95,death,708,Bahri Mamluk
"### $ 1846 - جمال الدين الأصبهاني الصوفي [641 - 709]
",49,full,709,Bahri Mamluk
"### $ 3112 - ابن الماشطة [642 - 709]
",80,full,709,Bahri Mamluk
"### $ 551 - التاج ابن سعيد الدولة [- 709]
",793,death,709,Bahri Mamluk
"### $ 578 - ابن عطاء الله الصوفي الإسكندري [- 709]
",328,death,709,Bahri Mamluk
"### $ 658 - محيى الدين القنائي [- 709]
",65,death,709,Bahri Mamluk
"### $ 803 - آقوش الرومي [- 709]
",81,death,709,Bahri Mamluk
"### $ 862 - أيبك الخزندار [- 709]
",251,death,709,Bahri Mamluk
"### $ 958 - بلبان الجاشنكير [- بعد 709]
",14,death,709,Bahri Mamluk
"### $ 965 - بلبان الغلمشي [- 709]
",50,death,709,Bahri Mamluk
"### $ 1004 - بيبرس الجاشنكير [- 709]
",4675,death,709,Bahri Mamluk
"### $ 1418 - طغريل الإيغاني [- 709]
",48,death,709,Bahri Mamluk
"### $ 1517 - القاضي ms1868 بهاء الدين ابن الحلبي [- 709]
",31,death,709,Bahri Mamluk
"### $ 1900 - نجم الدين القمولي [- 709]
",59,death,709,Bahri Mamluk
"### $ 2245 - البدر ابن النحاس [- 709]
",111,death,709,Bahri Mamluk
"### $ 409 - السروجي قاضي قضاة الحنفية [637 - 710]
",572,full,710,Bahri Mamluk
"### $ 494 - شهاب الدين العزازي [633 - 710]
",128,full,710,Bahri Mamluk
"### $ 609 - الفقيه ابن الرفعة [645 - 710]
",263,full,710,Bahri Mamluk
"### $ 674 - محيي الدين ابن باتكين [614 - 710]
",243,full,710,Bahri Mamluk
"### $ 2230 - ابن دانيال الكحال الطبيب [648 - 710]
",409,full,710,Bahri Mamluk
"### $ 2770 - العجولي الحنبلي [640 - 710]
",61,full,710,Bahri Mamluk
"### $ 2817 - ابن قطرال القرطبي [655 - 710]
",115,full,710,Bahri Mamluk
"### $ 3425 - محمد بن نصر الله الأبزاري المؤذن [647 - 710]
",56,full,710,Bahri Mamluk
"### $ 807 - «قتال السبع» [- 710] (2)
",78,death,710,Bahri Mamluk
"### $ 905 - بتخاص المنصوري نائب صفد [- 710]
",172,death,710,Bahri Mamluk
"### $ 944 - بكتوت الفتاح [- 710]
",179,death,710,Bahri Mamluk
"### $ 982 - الحاج بهادر الحلبي [- 710]
",808,death,710,Bahri Mamluk
"### $ 1177 - عز الدين ابن مسكين [- 710]
",65,death,710,Bahri Mamluk
"### $ 1220 - بدر الدين الأسعردي المحتسب [- 710]
",30,death,710,Bahri Mamluk
"### $ 1561/ 4 - عز الدين المدلجي ms2013 النسائي [- 710]
",53,death,710,Bahri Mamluk
"### $ 2204 - قاضي المنوفية ابن الخضر [- 710]
",20,death,710,Bahri Mamluk
"### $ 2761 - الشريف عطوف [- 710]
",30,death,710,Bahri Mamluk
"### $ 2852 - صدر الدين السيواسي [- 710]
",41,death,710,Bahri Mamluk
"### $ 2899 - شمس الدين الظفاري الواعظ [- 710]
",35,death,710,Bahri Mamluk
"### $ 3102 - ابن العنبري الواعظ [- 710]
",57,death,710,Bahri Mamluk
"### $ 3305 - شمس الدين ابن مسعود الصوفي [- 710]
",41,death,710,Bahri Mamluk
"### $ 1561/ 29 - المجد ابن الخشاب المخزومي [638 - 711]
",265,full,711,Bahri Mamluk
"### $ 1612 - ابن الحكيم السقاء [643 - 711]
",62,full,711,Bahri Mamluk
"### $ 1642 - أبو عبد الله الأرموي [645 - 711]
",64,full,711,Bahri Mamluk
"### $ 1859 - ابن الدباهي [636 - 711]
",51,full,711,Bahri Mamluk
"### $ 1883 - ابن قاضي اليمن [666 - 711]
",40,full,711,Bahri Mamluk
"### $ 2304 - الزواوي قاضي القضاة بدمشق [631 - 711]
",167,full,711,Bahri Mamluk
"### $ 2347 - ابن الوحيد الزرعي الخطاط [647 - 711]
",389,full,711,Bahri Mamluk
"### $ 2818 - أبو المعالي البالسي [638 - 711]
",83,full,711,Bahri Mamluk
"### $ 2893 - ابن الخنيزراتي [637 - 711]
",90,full,711,Bahri Mamluk
"### $ 3352 - ابن منظور صاحب اللسان [630 - 711]
",586,full,711,Bahri Mamluk
"### $ 3583 - ابن المحوجب الجزري المقرئ [636 - 711]
",142,full,711,Bahri Mamluk
"### $ 3590 - شمس الدين الجزري الشافعي الخطيب [637 - 711]
",153,full,711,Bahri Mamluk
"### $ 3591 - الزكي ابن نهار المالكي الخطيب [627 - 711]
",59,full,711,Bahri Mamluk
"### $ 315 - ابن سرور المقدسي [- 711]
",45,death,711,Bahri Mamluk
"### $ 716 - نجم الدين الحلبي [- 711]
",57,death,711,Bahri Mamluk
"### $ 788 - أسندمر كرجي [- 711]
",1070,death,711,Bahri Mamluk
"### $ 849 - أياي متملك النوبة [- 711] (1) صاحب دمقلة
",159,death,711,Bahri Mamluk
"### $ 917 - برلغي الأشرفي [- 711]
",576,death,711,Bahri Mamluk
"### $ 948 - بكتوت الخزنداري [- 711]
",515,death,711,Bahri Mamluk
"### $ 2109 - جمال الدين الأرمنتي [- 711]
",45,death,711,Bahri Mamluk
"### $ 2838 - محيي الدين النويري المالكي [- 711]
",48,death,711,Bahri Mamluk
"### $ 3271 - الشريف عز الدين الحسيني [- 711]
",152,death,711,Bahri Mamluk
"### $ 3573 - أبو المعالي الزين الدلاصي الشافعي [- 711]
",41,death,711,Bahri Mamluk
"### $ 1574 - [محمد بن إبراهيم] [الأذرعي] الأسدي [644 - 712]
",158,full,712,Bahri Mamluk
"### $ 3282 - شرف الدين المقدسي [636 - 712]
",91,full,712,Bahri Mamluk
"### $ 475 - ابن الخطيب الإسنائي [- 712]
",107,death,712,Bahri Mamluk
"### $ 996 - بيبرس التاجي [- بعد 712]
",66,death,712,Bahri Mamluk
"### $ 2932 - الكربيسي [- بعد 712]
",51,death,712,Bahri Mamluk
"### $ 3615 - شرف الدين ابن قرصة الشافعي [- 712]
",35,death,712,Bahri Mamluk
"### $ 3626 - شرف الدين القدسي [- 712]
",130,death,712,Bahri Mamluk
"### $ 361 - أبو إسحاق الظاهري [647 - 713]
",112,full,713,Bahri Mamluk
"### $ 2672 - أبو عبد الله الكاشي الحنفي [653 - 713]
",47,full,713,Bahri Mamluk
"### $ 2699 - ابن الخطيب الإسكندراني [636 - 713]
",53,full,713,Bahri Mamluk
"### $ 2855 - ابن همام العسقلاني [647 - 713]
",85,full,713,Bahri Mamluk
"### $ 3020 - الخطيب الجعبري [624 - 713]
",72,full,713,Bahri Mamluk
"### $ 3440 - ابن الأصفر الحنفي [629 - 713]
",94,full,713,Bahri Mamluk
"### $ 808 - آقوش الكنجي [- 713]
",83,death,713,Bahri Mamluk
"### $ 856 - أيبك الرومي المنصوري [- بعد 713]
",77,death,713,Bahri Mamluk
"### $ 545 - ابن الخشاب [664 - 714]
",51,full,714,Bahri Mamluk
"### $ 596 - ابن القسطلاني [648 - 714]
",28,full,714,Bahri Mamluk
"### $ 777 - الرشيد ابن المعلم [623 - 714]
",191,full,714,Bahri Mamluk
"### $ 1167 - سبط الفقيه زيادة [617 - 714]
",75,full,714,Bahri Mamluk
"### $ 1809 - أبو أسامة الهروي المقرئ [329 - 714]
",87,full,714,Bahri Mamluk
"### $ 2749 - ابن ساعد الحلبي [627 - 714]
",46,full,714,Bahri Mamluk
"### $ 3142 - ابن القواس الدمشقي [654 - 714]
",50,full,714,Bahri Mamluk
"### $ 2597 - صدر الدين البارنباري [- 714] (ابن بنت الفقيه نصر)
",59,death,714,Bahri Mamluk
"### $ 3231 - حياك الله بالسلامة [- 714]
",117,death,714,Bahri Mamluk
"### $ 1593 - سعد الملك ابن النبيه [633 - 715]
",70,full,715,Bahri Mamluk
"### $ 1835 - ابن النصيبي الحلبي [641 - 715]
",64,full,715,Bahri Mamluk
"### $ 2472 - الصفي الهندي [644 - 715]
",173,full,715,Bahri Mamluk
"### $ 2657 - ابن السكاكيني [667 - 715]
",36,full,715,Bahri Mamluk
"### $ 2859 - ابن الشامي الغرناطي [671 - 715]
",114,full,715,Bahri Mamluk
"### $ 3050 - شمس الدين الربعي التونسي [639 - 715]
",118,full,715,Bahri Mamluk
"### $ 3166 - ابن أبي عنصلة الهواري [631 - 715]
",46,full,715,Bahri Mamluk
"### $ 3614 - ناصر الدين ابن المهتار الكاتب [637 - 715]
",188,full,715,Bahri Mamluk
"### $ 214 - ابن الفهاد القوصي [- 715]
",78,death,715,Bahri Mamluk
"### $ 725/ 3 - الجلال القوصي الحنفي [- 715]
",107,death,715,Bahri Mamluk
"### $ 868 - آي دغدي شقير [- 715]
",171,death,715,Bahri Mamluk
"### $ 1056 - جبرفين الخازن [- 715]
",85,death,715,Bahri Mamluk
"### $ 1748 - بدر الدين الحلبي الكاتب [- 715]
",203,death,715,Bahri Mamluk
"### $ 582 - عز الدين ابن ميسر [639 - 716]
",91,full,716,Bahri Mamluk
"### $ 1666 - أبو عبد الله الدمشقي [665 - 716]
",40,full,716,Bahri Mamluk
"### $ 2463 - شرف الدين الحريري [648 - 716]
",50,full,716,Bahri Mamluk
"### $ 2891 - أبو بكر ابن السلار [652 - 716]
",98,full,716,Bahri Mamluk
"### $ 2930 - ابن المرحل (ابن الوكيل) [665 - 716]
",1157,full,716,Bahri Mamluk
"### $ 222 - سبط أبي الحسن الشاذلي [- بعد 716]
",50,death,716,Bahri Mamluk
"### $ 734 - الشقي الأحول مستوفي الحاشية [- 716]
",342,death,716,Bahri Mamluk
"### $ 810 - آقوش الداودي الأفرم [- 716]
",2416,death,716,Bahri Mamluk
"### $ 902 - باينجار المنصوري [- 716]
",193,death,716,Bahri Mamluk
"### $ 935 - بكتمر الجوكندار [- 716]
",530,death,716,Bahri Mamluk
"### $ 1421 - طقتمر الدمشقي [- 716]
",133,death,716,Bahri Mamluk
"### $ 2047 - الرهاوي [- 716]
",33,death,716,Bahri Mamluk
"### $ 2468 - ابن الحبال البعلبكي الحنبلي [- 716]
",50,death,716,Bahri Mamluk
"### $ 2889 - تاج الدين الدمشقي [- 716]
",52,death,716,Bahri Mamluk
"### $ 3545 - شمس الدين الحراني [- بعد 716]
",42,death,716,Bahri Mamluk
"### $ 1561/ 24 - السراج الحنفي [645 - 717]
",288,full,717,Bahri Mamluk
"### $ 2294 - زين الدين البياني الصنهاجي [640 - 717]
",70,full,717,Bahri Mamluk
"### $ 2609 - عماد الدين البوصيري [643 - 717]
",50,full,717,Bahri Mamluk
"### $ 2665 - ابن الأعمى [660 - 717]
",61,full,717,Bahri Mamluk
"### $ 2878 - تاج الدين البارنباري [654 - 717] (2) (طوير الليل)
",67,full,717,Bahri Mamluk
"### $ 3281 - أبو عبد الله الصالحي [641 - 717]
",54,full,717,Bahri Mamluk
"### $ 698 - أرسلان الدوادار [- 717]
",291,death,717,Bahri Mamluk
"### $ 2413 - أبو القاسم الكاشغري [- 717]
",67,death,717,Bahri Mamluk
"### $ 3470 - شرف الدين الإخميمي [- بعد 717]
",19,death,717,Bahri Mamluk
"### $ 445 - ابن الشيرجي [653 - 718]
",72,full,718,Bahri Mamluk
"### $ 470 - ابن الكهيف [648 - 718]
",43,full,718,Bahri Mamluk
"### $ 655 - كمال الدين ابن الشريشي [653 - 718]
",213,full,718,Bahri Mamluk
"### $ 1597 - الوطواط الكتبي [632 - 718]
",278,full,718,Bahri Mamluk
"### $ 3428 - شمس الدين ابن نصر الصوفي [650 - 718]
",42,full,718,Bahri Mamluk
"### $ 467 - علم الدين درادة [- 718]
",38,death,718,Bahri Mamluk
"### $ 801 م- أقطوان الأشرفي [- 718] (3)
",24,death,718,Bahri Mamluk
"### $ 1709 - ابن حيان الشاطبي [- 718]
",49,death,718,Bahri Mamluk
"### $ 3212 - كمال الدين ابن دقيق العيد [- 718]
",194,death,718,Bahri Mamluk
"### $ 712 - القاضي الوزيري [650 - 719]
",55,full,719,Bahri Mamluk
"### $ 1156 - الشهاب البصروي [637 - 719]
",68,full,719,Bahri Mamluk
"### $ 1520 - ركن الدين ابن أبي البركات النحوي [637 - 719]
",64,full,719,Bahri Mamluk
"### $ 1779 - ابن عطية المراكشي [638 - 719]
",55,full,719,Bahri Mamluk
"### $ 2072 - ابن الرصدي التونسي [635 - 719]
",67,full,719,Bahri Mamluk
"### $ 3106 - ابن الفرخ الفاسي [644 - 719]
",49,full,719,Bahri Mamluk
"### $ 3207 - ابن اللبيدي الإفريقي [656 - بعد 719]
",85,full,719,Bahri Mamluk
"### $ 3366 - بدر الدين ابن الجوهري [652 - 719]
",93,full,719,Bahri Mamluk
"### $ 76 - ابن أبي بكر السنجاري [- 719]
",165,death,719,Bahri Mamluk
"### $ 797 - أغرلو العادلي [- 719]
",125,death,719,Bahri Mamluk
"### $ 804 - آقوش العتريس [- بعد 719]
",35,death,719,Bahri Mamluk
"### $ 1164 - الحسن بن عبد الرزاق العسقلاني [- 719]
",32,death,719,Bahri Mamluk
"### $ 1405 - طيبرس الخزنداري [- 719]
",265,death,719,Bahri Mamluk
"### $ 1777 - ابن الدباغ [- 719]
",58,death,719,Bahri Mamluk
"### $ 2535 - ابن ربيع القرطبي [- 719]
",70,death,719,Bahri Mamluk
"### $ 3111 - شمس الدين الأقفهسي [- 719]
",54,death,719,Bahri Mamluk
